CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned,Churn_Prob
13919.0,59,28,384.81,3,2,2,7,Potential Loyalist,0,0.0
13922.0,352,7,172.25,1,1,1,3,Lost,1,0.997839878309453
13923.0,54,20,351.13,3,2,2,7,Potential Loyalist,0,0.0
13924.0,2,117,1838.8500000000001,5,4,4,13,Champions,0,0.0008741148907765419
13925.0,93,41,678.25,2,3,3,8,At Risk,1,0.9752689688912188
13926.0,23,11,223.85000000000002,4,1,1,6,New Customers,0,0.005314524461925851
13927.0,75,21,348.99,2,2,2,6,At Risk,0,0.10068549227006118
13928.0,11,27,464.57,5,2,2,9,New Customers,0,0.0
13929.0,169,9,842.65,2,1,3,6,Hibernating,1,0.9701728055848546
13930.0,58,17,337.34,3,2,2,7,Potential Loyalist,0,0.0
13931.0,96,58,1237.53,2,3,4,9,At Risk,1,0.9766261393002512
13932.0,295,16,307.4,1,2,2,5,Lost,1,0.9986312520456532
13933.0,109,23,608.7900000000001,2,2,3,7,At Risk,1,0.9749069803120715
13934.0,264,31,922.1,1,3,3,7,Lost,1,0.9960615642721657
13936.0,180,26,376.58,1,2,2,5,Lost,1,0.9989292261902177
13937.0,169,9,158.85,2,1,1,4,Lost,1,0.9822063452518293
13938.0,35,7,71.66,3,1,1,5,Promising,0,0.005314524461925851
13939.0,23,45,568.55,4,3,3,10,Loyal Customers,0,0.0016051748414622528
13940.0,17,49,839.14,4,3,3,10,Loyal Customers,0,0.0016051748414622528
13941.0,22,45,5112.96,4,3,5,12,Loyal Customers,0,0.0
13946.0,79,11,561.5699999999999,2,1,3,6,Hibernating,0,0.08537466716759537
13947.0,65,5,90.6,3,1,1,5,Promising,0,0.005314524461925851
13948.0,361,3,102.0,1,1,1,3,Lost,1,0.997375899204081
13949.0,3,160,2427.32,5,5,5,15,Champions,0,0.0008741148907765419
13950.0,11,35,745.06,5,3,3,11,Loyal Customers,0,0.0
13951.0,176,39,674.45,2,3,3,8,At Risk,1,0.9802689688912188
13952.0,218,137,3251.071,1,5,5,11,Lost,1,0.992770827445814
13953.0,7,20,3515.68,5,2,5,12,New Customers,0,0.0
13954.0,2,25,439.92,5,2,2,9,New Customers,0,0.0
13955.0,154,33,322.96,2,3,2,7,At Risk,1,0.9720970421430652
13956.0,5,152,1026.42,5,5,4,14,Champions,0,0.0
13959.0,79,92,598.2,2,4,3,9,At Risk,0,0.10238293507985782
13960.0,21,12,230.22,4,1,1,6,New Customers,0,0.005314524461925851
13962.0,22,11,169.55,4,1,1,6,New Customers,0,0.005314524461925851
13963.0,308,35,664.54,1,3,3,7,Lost,1,0.9960103816114786
13967.0,146,2,80.7,2,1,1,4,Lost,1,0.9817643591381439
13969.0,7,626,9053.94,5,5,5,15,Champions,0,0.0
13971.0,19,149,2758.26,4,5,5,14,Champions,0,0.0008741148907765419
13972.0,71,15,190.25,3,2,1,6,Lost,0,0.005314524461925851
13973.0,287,11,264.7,1,1,2,4,Lost,1,0.9981645522064371
13974.0,49,28,413.59000000000003,3,2,2,7,Potential Loyalist,0,0.0
13975.0,31,338,2526.28,4,5,5,14,Champions,0,0.0
13976.0,207,10,357.98,1,1,2,4,Lost,1,0.9983060021877449
13978.0,15,15,196.79000000000002,4,2,1,7,New Customers,0,0.0
13979.0,73,54,869.87,2,3,3,8,At Risk,0,0.07760671722003981
13980.0,60,11,200.14,3,1,1,5,Promising,0,0.005314524461925851
13982.0,39,111,1871.81,3,4,4,11,Loyal Customers,0,0.0030234422513934706
13983.0,30,107,2603.43,4,4,5,13,Champions,0,0.0008741148907765419
13984.0,27,16,920.51,4,2,3,9,New Customers,0,0.003767898393816504
13985.0,4,349,7060.13,5,5,5,15,Champions,0,0.0
13986.0,17,13,320.46,4,1,2,7,New Customers,0,0.0
13988.0,20,234,4147.96,4,5,5,14,Champions,0,0.00012455147667678727
13989.0,66,41,1266.08,3,3,4,10,Loyal Customers,0,0.0
13990.0,213,16,311.3,1,2,2,5,Lost,1,0.9986312520456532
13991.0,12,84,855.97,5,4,3,12,Loyal Customers,0,0.0
13992.0,30,5,76.8,4,1,1,6,New Customers,0,0.005314524461925851
13993.0,43,121,3466.36,3,4,5,12,Loyal Customers,0,0.0008741148907765419
13994.0,4,155,2313.14,5,5,5,15,Champions,0,0.0008741148907765419
13995.0,15,86,1393.69,4,4,4,12,Champions,0,0.0
13999.0,10,208,3901.81,5,5,5,15,Champions,0,0.00012455147667678727
14000.0,211,15,635.66,1,2,3,6,Hibernating,1,0.9959433019013995
14001.0,46,39,2043.0800000000002,3,3,4,10,Loyal Customers,0,0.0
14002.0,134,47,529.73,2,3,3,8,At Risk,1,0.969367223658993
14004.0,43,171,4582.64,3,5,5,13,Loyal Customers,0,0.0
14005.0,10,84,2874.72,5,4,5,14,Champions,0,0.0008741148907765419
14006.0,116,30,962.19,2,3,4,9,At Risk,1,0.9543824507617336
14009.0,198,42,695.61,1,3,3,7,Lost,1,0.9953370928875401
14012.0,278,11,328.8,1,1,2,4,Lost,1,0.9983060021877449
14013.0,110,34,473.02,2,3,2,7,At Risk,1,0.9725139346705979
14014.0,77,39,505.18,2,3,3,8,At Risk,0,0.1148807756954276
14015.0,53,20,917.34,3,2,3,8,Potential Loyalist,0,0.008512205574303872
14016.0,162,161,4341.21,2,5,5,12,At Risk,1,0.9750508977928682
14019.0,47,66,1421.61,3,4,4,11,Loyal Customers,0,0.002330500721608615
14020.0,17,39,642.8,4,3,3,10,Loyal Customers,0,0.0016051748414622528
14021.0,155,22,631.9,2,2,3,7,At Risk,1,0.9782916855607735
14022.0,225,28,440.0,1,2,2,5,Lost,1,0.9989292261902177
14023.0,7,31,584.07,5,3,3,11,Loyal Customers,0,0.0
14024.0,122,16,327.7,2,2,2,6,At Risk,1,0.9792097173671528
14027.0,61,6,104.82,3,1,1,5,Promising,0,0.005314524461925851
14029.0,63,15,467.66,3,2,2,7,Potential Loyalist,0,0.0
14030.0,18,243,2360.09,4,5,5,14,Champions,0,0.0008741148907765419
14031.0,7,250,17286.86,5,5,5,15,Champions,0,0.00012455147667678727
14032.0,2,143,2975.59,5,5,5,15,Champions,0,0.0008741148907765419
14034.0,22,89,651.8199999999999,4,4,3,11,Loyal Customers,0,0.0023126782407207015
14035.0,29,66,1428.02,4,4,4,12,Champions,0,0.0
14036.0,285,38,626.65,1,3,3,7,Lost,1,0.9960103816114786
14037.0,176,28,147.20000000000002,2,2,1,5,At Risk,1,0.9852276125463965
14038.0,78,92,1560.38,2,4,4,10,At Risk,0,0.10390835709485456
14039.0,33,6,152.2,4,1,1,6,New Customers,0,0.005314524461925851
14040.0,41,235,3614.92,3,5,5,13,Loyal Customers,0,0.0008741148907765419
14041.0,266,21,141.41,1,2,1,4,Lost,1,0.9978673680610674
14044.0,27,209,652.82,4,5,3,12,Loyal Customers,0,0.001710135010658736
14045.0,109,6,1659.75,2,1,4,7,Hibernating,1,0.9737058889685205
14046.0,284,14,154.99,1,2,1,4,Lost,1,0.997302923559618
14047.0,9,32,1308.6100000000001,5,3,4,12,Loyal Customers,0,0.0
14048.0,305,85,409.93,1,4,2,7,Lost,1,0.9974922087675256
14049.0,17,488,5681.72,4,5,5,14,Champions,0,0.0
14050.0,32,54,746.36,4,3,3,10,Loyal Customers,0,0.0016051748414622528
14051.0,1,210,15610.390000000001,5,5,5,15,Champions,0,0.00012455147667678727
14052.0,20,56,225.36,4,3,1,8,Loyal Customers,0,0.0006024798157307953
14053.0,124,4,260.25,2,1,2,5,Lost,1,0.9810324056290327
14054.0,65,6,92.46,3,1,1,5,Promising,0,0.005314524461925851
14055.0,106,10,725.6400000000001,2,1,3,6,Hibernating,1,0.971580039179806
14056.0,1,1106,8214.65,5,5,5,15,Champions,0,0.0
14057.0,24,284,6217.96,4,5,5,14,Champions,0,0.00012455147667678727
14059.0,267,8,183.6,1,1,1,3,Lost,1,0.9977667267491106
14060.0,5,202,6140.42,5,5,5,15,Champions,0,0.00012455147667678727
14062.0,10,111,10464.85,5,4,5,14,Champions,0,0.0
14064.0,29,80,1353.74,4,4,4,12,Champions,0,0.0
14066.0,267,7,152.55,1,1,1,3,Lost,1,0.997839878309453
14067.0,64,52,374.7,3,3,2,8,Loyal Customers,0,0.0013073153912860826
14068.0,320,24,265.85,1,2,2,5,Lost,1,0.9987500219521779
14071.0,4,324,1438.82,5,5,4,14,Champions,0,0.0
14073.0,32,13,151.04,4,1,1,6,New Customers,0,0.005314524461925851
14075.0,5,43,942.26,5,3,3,11,Loyal Customers,0,0.0005537376009816954
14076.0,129,46,122.47,2,3,1,6,At Risk,1,0.9904318582925694
14077.0,41,42,499.41999999999996,3,3,3,9,Loyal Customers,0,0.006242562098315447
14078.0,102,65,1049.37,2,4,4,10,At Risk,1,0.9803006391574531
14079.0,125,12,375.1,2,1,2,5,Lost,1,0.9784067016733644
14080.0,33,4,45.599999999999994,4,1,1,6,New Customers,0,0.005314524461925851
14081.0,302,153,934.52,1,5,3,9,Lost,1,0.9929964869519686
14082.0,365,29,182.25,1,2,1,4,Lost,1,0.9978673680610674
14083.0,4,181,1018.43,5,5,4,14,Champions,0,0.0
14085.0,2,450,4448.54,5,5,5,15,Champions,0,0.0
14087.0,3,69,194.42,5,4,1,10,Loyal Customers,0,0.0020340325935998575
14088.0,10,589,50491.81,5,5,5,15,Champions,0,0.0
14089.0,57,14,161.0,3,2,1,6,Lost,0,0.005314524461925851
14090.0,325,1,76.32000000000001,1,1,1,3,Lost,1,0.997375899204081
14092.0,8,214,4076.91,5,5,5,15,Champions,0,0.00012455147667678727
14093.0,12,105,442.85,5,4,2,11,Loyal Customers,0,0.0
14096.0,4,5111,65164.79,5,5,5,15,Champions,0,0.0
14098.0,37,21,147.35,3,2,1,6,Lost,0,0.005314524461925851
14099.0,16,250,3104.17,4,5,5,14,Champions,0,0.0008741148907765419
14100.0,138,26,194.9,2,2,1,5,At Risk,1,0.9858347927701157
14101.0,74,35,5976.79,2,3,5,10,At Risk,0,0.05211343814929028
14102.0,5,79,1360.28,5,4,4,13,Champions,0,0.0
14104.0,155,21,216.20999999999998,2,2,1,5,At Risk,1,0.9850481313659784
14105.0,239,74,1266.23,1,4,4,9,Lost,1,0.9933896918713531
14107.0,52,123,2703.23,3,5,5,13,Loyal Customers,0,0.0008741148907765419
14108.0,31,34,597.91,4,3,3,10,Loyal Customers,0,0.0
14109.0,73,9,144.2,2,1,1,4,Lost,0,0.12220634525182912
14110.0,4,155,5683.15,5,5,5,15,Champions,0,0.0
14111.0,14,10,692.85,4,1,3,8,New Customers,0,0.007793814685840773
14112.0,23,160,2915.15,4,5,5,14,Champions,0,0.0008741148907765419
14113.0,4,34,1840.42,5,3,4,12,Loyal Customers,0,0.0
14114.0,274,15,386.53,1,2,2,5,Lost,1,0.998810456283693
14116.0,20,72,1382.74,4,4,4,12,Champions,0,0.0
14117.0,144,3,90.0,2,1,1,4,Lost,1,0.9807268484003373
14121.0,4,159,2780.15,5,5,5,15,Champions,0,0.0008741148907765419
14124.0,84,5,419.58000000000004,2,1,2,5,Lost,0,0.1155605639993922
14125.0,11,167,2740.43,5,5,5,15,Champions,0,0.0008741148907765419
14126.0,8,15,706.1300000000001,5,2,3,10,New Customers,0,0.0
14127.0,123,44,709.71,2,3,3,8,At Risk,1,0.9747808184428444
14128.0,61,46,637.5,3,3,3,9,Loyal Customers,0,0.0055377265227601604
14129.0,2,52,1123.8600000000001,5,3,4,12,Loyal Customers,0,0.0
14130.0,319,67,483.86,1,4,2,7,Lost,1,0.9971941474003372
14132.0,2,200,3586.0299999999997,5,5,5,15,Champions,0,0.0008741148907765419
14133.0,130,28,605.64,2,2,3,7,At Risk,1,0.9744396728177276
14135.0,2,134,4690.31,5,5,5,15,Champions,0,0.0
14138.0,2,47,982.3800000000001,5,3,4,12,Loyal Customers,0,0.0
14139.0,46,26,415.82,3,2,2,7,Potential Loyalist,0,0.0
14140.0,4,66,935.05,5,4,3,12,Loyal Customers,0,0.0
14141.0,3,40,915.13,5,3,3,11,Loyal Customers,0,0.0005537376009816954
14142.0,373,22,311.81,1,2,2,5,Lost,1,0.9987500219521779
14143.0,134,7,115.8,2,1,1,4,Lost,1,0.9824120920154048
14145.0,47,11,3742.2,3,1,5,9,Promising,0,0.006907575452889487
14146.0,9,210,4191.0,5,5,5,15,Champions,0,0.00012455147667678727
14147.0,78,5,483.4,2,1,2,5,Lost,0,0.11075195452609315
14148.0,234,3,157.2,1,1,1,3,Lost,1,0.997375899204081
14149.0,221,28,446.62,1,2,2,5,Lost,1,0.9991206167169188
14150.0,36,26,658.64,3,2,3,8,Potential Loyalist,0,0.008512205574303872
14152.0,75,49,621.29,2,3,3,8,At Risk,0,0.10038318979782351
14154.0,239,52,1345.62,1,3,4,8,Lost,1,0.9922368259682226
14155.0,266,6,118.75,1,1,1,3,Lost,1,0.997839878309453
14156.0,10,1400,117379.63,5,5,5,15,Champions,0,0.0
14157.0,20,48,432.88,4,3,2,9,Loyal Customers,0,0.0023884820330409913
14158.0,40,41,507.66,3,3,3,9,Loyal Customers,0,0.006242562098315447
14159.0,20,1204,4693.01,4,5,5,14,Champions,0,0.0
14161.0,216,108,1110.52,1,4,4,9,Lost,1,0.9908987372114533
14162.0,174,25,289.36,2,2,2,6,At Risk,1,0.9807789020738078
14163.0,87,52,2445.91,2,3,5,10,At Risk,0,0.08528362427008
14164.0,71,29,1631.77,3,2,4,9,Potential Loyalist,0,0.007625966341352586
14165.0,276,25,122.53999999999999,1,2,1,4,Lost,1,0.9978673680610674
14167.0,39,52,574.84,3,3,3,9,Loyal Customers,0,0.0016051748414622528
14171.0,98,58,363.79,2,3,2,7,At Risk,1,0.9781705114184492
14173.0,11,29,450.84,5,2,2,9,New Customers,0,0.002129648100223095
14174.0,33,26,134.46,4,2,1,7,New Customers,0,0.0
14175.0,60,149,3222.3,3,5,5,13,Loyal Customers,0,0.0008741148907765419
14176.0,297,31,576.9000000000001,1,3,3,7,Lost,1,0.9952539851958732
14177.0,86,42,559.41,2,3,3,8,At Risk,0,0.10478027250385179
14178.0,9,327,1620.93,5,5,4,14,Champions,0,0.0
14179.0,41,165,719.78,3,5,3,11,Loyal Customers,0,0.007174054786296748
14180.0,11,240,4748.52,5,5,5,15,Champions,0,0.00012455147667678727
14184.0,67,24,452.89,3,2,2,7,Potential Loyalist,0,0.0
14185.0,331,3,197.65,1,1,1,3,Lost,1,0.997375899204081
14188.0,31,65,2054.36,4,4,4,12,Champions,0,0.0008741148907765419
14189.0,2,265,4654.08,5,5,5,15,Champions,0,0.00012455147667678727
14191.0,2,259,4684.76,5,5,5,15,Champions,0,0.00012455147667678727
14193.0,68,42,853.39,3,3,3,9,Loyal Customers,0,0.0055377265227601604
14194.0,5,579,11349.52,5,5,5,15,Champions,0,0.0
14195.0,202,7,1012.0,1,1,4,6,Hibernating,1,0.9928108935062293
14196.0,107,6,335.52,2,1,2,5,Lost,1,0.9811764495934675
14198.0,18,39,701.4,4,3,3,10,Loyal Customers,0,0.0016051748414622528
14199.0,218,2,185.39999999999998,1,1,1,3,Lost,1,0.997375899204081
14201.0,60,37,747.44,3,3,3,9,Loyal Customers,0,0.0055377265227601604
14204.0,2,44,161.03,5,3,1,9,Loyal Customers,0,0.0006024798157307953
14205.0,17,24,466.7,4,2,2,8,New Customers,0,0.0
14206.0,239,20,328.15999999999997,1,2,2,5,Lost,1,0.9987955648527732
14208.0,95,10,151.74,2,1,1,4,Lost,1,0.9858638309369359
14209.0,11,87,2073.43,5,4,5,14,Champions,0,0.0008741148907765419
14210.0,106,102,1905.8400000000001,2,4,4,10,At Risk,1,0.97264980231625
14211.0,53,112,2241.1,3,4,5,12,Loyal Customers,0,0.0008741148907765419
14212.0,90,9,1070.48,2,1,4,7,Hibernating,0,0.09238179500284978
14214.0,31,67,1004.38,4,4,4,12,Champions,0,0.0
14215.0,12,108,1789.72,5,4,4,13,Champions,0,0.0008741148907765419
14216.0,3,59,1839.3,5,4,4,13,Champions,0,0.0008741148907765419
14217.0,2,100,2004.98,5,4,4,13,Champions,0,0.0008741148907765419
14218.0,43,12,169.48000000000002,3,1,1,5,Promising,0,0.005314524461925851
14219.0,4,7,89.94,5,1,1,7,New Customers,0,0.0
14220.0,247,21,632.4,1,2,3,6,Hibernating,1,0.9966616927898626
14221.0,42,193,3432.8,3,5,5,13,Loyal Customers,0,0.0008741148907765419
14222.0,177,41,683.17,2,3,3,8,At Risk,1,0.9752689688912188
14223.0,92,60,991.13,2,4,4,10,At Risk,1,0.963623815217746
14224.0,110,118,1050.12,2,4,4,10,At Risk,1,0.9811910782004922
14226.0,29,67,2232.19,4,4,5,13,Champions,0,0.0008741148907765419
14227.0,26,175,3350.96,4,5,5,14,Champions,0,0.0008741148907765419
14229.0,52,40,1547.2,3,3,4,10,Loyal Customers,0,0.0
14231.0,184,50,925.71,1,3,3,7,Lost,1,0.9969774440556657
14232.0,43,115,2048.07,3,4,4,11,Loyal Customers,0,0.00503821824359106
14233.0,49,35,1462.72,3,3,4,10,Loyal Customers,0,0.0
14234.0,22,159,775.46,4,5,3,12,Loyal Customers,0,0.0
14235.0,75,79,3144.86,2,4,5,11,At Risk,0,0.10767764910616978
14236.0,81,15,490.86,2,2,3,7,At Risk,0,0.09812191589404003
14237.0,373,9,161.0,1,1,1,3,Lost,1,0.9977667267491106
14238.0,326,8,146.85,1,1,1,3,Lost,1,0.9977667267491106
14239.0,43,112,2380.85,3,4,5,12,Loyal Customers,0,0.0008741148907765419
14240.0,30,42,890.34,4,3,3,10,Loyal Customers,0,0.0016051748414622528
14241.0,184,10,213.70000000000002,1,1,1,3,Lost,1,0.9979002959180195
14242.0,235,16,280.55,1,2,2,5,Lost,1,0.9986312520456532
14243.0,9,141,2588.77,5,5,5,15,Champions,0,0.0008741148907765419
14245.0,220,108,1693.45,1,4,4,9,Lost,1,0.9933896918713531
14246.0,111,75,1474.06,2,4,4,10,At Risk,1,0.9789083570948546
14247.0,278,20,136.76999999999998,1,2,1,4,Lost,1,0.9977485981545426
14248.0,318,8,302.58,1,1,2,4,Lost,1,0.9977557630865115
14250.0,7,111,1904.05,5,4,4,13,Champions,0,0.0008741148907765419
14251.0,2,78,2879.7000000000003,5,4,5,14,Champions,0,0.0008741148907765419
14256.0,260,53,969.0600000000001,1,3,4,8,Lost,1,0.9903152340688041
14257.0,64,106,3099.7200000000003,3,4,5,12,Loyal Customers,0,0.0008741148907765419
14258.0,9,111,12669.98,5,4,5,14,Champions,0,0.0
14259.0,142,5,120.0,2,1,1,4,Lost,1,0.9816550096034671
14261.0,51,52,1163.45,3,3,4,10,Loyal Customers,0,0.00018117336099168587
14262.0,8,143,2618.23,5,5,5,15,Champions,0,0.0008741148907765419
14264.0,155,17,333.97,2,2,2,6,At Risk,1,0.9806425769694266
14265.0,109,31,530.18,2,3,3,8,At Risk,1,0.977985449985734
14267.0,163,55,1516.24,2,3,4,9,At Risk,1,0.9752228784596976
14270.0,332,29,492.65000000000003,1,2,3,6,Hibernating,1,0.9951981266140758
14271.0,226,10,112.32,1,1,1,3,Lost,1,0.9979002959180195
14272.0,74,33,437.96,2,3,2,7,At Risk,0,0.10317820878482031
14273.0,51,29,559.97,3,2,3,8,Potential Loyalist,0,0.01157449888272152
14276.0,99,64,1119.74,2,4,4,10,At Risk,1,0.9795933505553642
14277.0,15,225,4216.2,4,5,5,14,Champions,0,0.00012455147667678727
14280.0,197,8,134.04,1,1,1,3,Lost,1,0.9977667267491106
14282.0,3,156,3729.34,5,5,5,15,Champions,0,0.0
14284.0,31,32,595.25,4,3,3,10,Loyal Customers,0,0.0
14285.0,21,27,1910.01,4,2,4,10,New Customers,0,0.0
14286.0,24,280,4628.75,4,5,5,14,Champions,0,0.00012455147667678727
14287.0,8,9,176.63,5,1,1,7,New Customers,0,0.0
14288.0,213,16,426.6,1,2,2,5,Lost,1,0.998810456283693
14289.0,9,47,911.26,5,3,3,11,Loyal Customers,0,0.0
14290.0,11,101,2314.65,5,4,5,14,Champions,0,0.0008741148907765419
14291.0,2,237,3883.25,5,5,5,15,Champions,0,0.00012455147667678727
14292.0,8,100,4871.93,5,4,5,14,Champions,0,0.0
14293.0,3,61,1046.56,5,4,4,13,Champions,0,0.0
14295.0,40,5,166.20000000000002,3,1,1,5,Promising,0,0.005314524461925851
14297.0,18,62,1305.33,4,4,4,12,Champions,0,0.0
14298.0,8,1637,51527.3,5,5,5,15,Champions,0,0.0
14299.0,8,143,3965.62,5,5,5,15,Champions,0,0.0
14300.0,19,3,43.2,4,1,1,6,New Customers,0,0.005314524461925851
14301.0,117,13,640.14,2,1,3,6,Hibernating,1,0.975800589506447
14304.0,223,17,383.45,1,2,2,5,Lost,1,0.998810456283693
14305.0,71,105,1858.96,3,4,4,11,Loyal Customers,0,0.0030234422513934706
14306.0,51,33,2093.32,3,3,5,11,Loyal Customers,0,0.0
14307.0,89,180,2995.72,2,5,5,12,At Risk,0,0.10625648593016182
14309.0,8,117,2352.53,5,4,5,14,Champions,0,0.0008741148907765419
14311.0,243,20,310.26,1,2,2,5,Lost,1,0.9986312520456532
14312.0,47,87,1611.59,3,4,4,11,Loyal Customers,0,0.002149327360616929
14314.0,107,8,120.0,2,1,1,4,Lost,1,0.9822063452518293
14315.0,45,101,2481.13,3,4,5,12,Loyal Customers,0,0.0008741148907765419
14317.0,65,24,508.58000000000004,3,2,3,8,Potential Loyalist,0,0.01157449888272152
14320.0,207,31,477.79,1,3,2,6,Lost,1,0.9970871263999296
14321.0,11,123,1530.75,5,5,4,14,Champions,0,0.0
14323.0,115,36,605.0600000000001,2,3,3,8,At Risk,1,0.9792287831122992
14326.0,242,8,183.85,1,1,1,3,Lost,1,0.9977667267491106
14327.0,163,12,311.65,2,1,2,5,Lost,1,0.9802611020449896
14329.0,17,259,5014.84,4,5,5,14,Champions,0,0.00012455147667678727
14331.0,124,28,462.65999999999997,2,2,2,6,At Risk,1,0.9808873884456824
14332.0,23,26,866.31,4,2,3,9,New Customers,0,0.003932551681297907
14333.0,68,15,415.2,3,2,2,7,Potential Loyalist,0,0.0
14334.0,17,162,2552.21,4,5,5,14,Champions,0,0.0008741148907765419
14335.0,16,63,468.26,4,4,2,10,Loyal Customers,0,0.0020340325935998575
14336.0,17,90,1614.91,4,4,4,12,Champions,0,0.0
14338.0,161,31,588.22,2,3,3,8,At Risk,1,0.9796434678196233
14339.0,243,14,309.52,1,2,2,5,Lost,1,0.9981855774507286
14340.0,219,6,134.7,1,1,1,3,Lost,1,0.997839878309453
14341.0,45,129,2182.28,3,5,5,13,Loyal Customers,0,0.0008741148907765419
14342.0,21,21,668.5600000000001,4,2,3,9,New Customers,0,0.003932551681297907
14344.0,127,71,889.9300000000001,2,4,3,9,At Risk,1,0.978658605628822
14345.0,39,6,108.97999999999999,3,1,1,5,Promising,0,0.005314524461925851
14346.0,121,60,1021.58,2,4,4,10,At Risk,1,0.9807673129794989
14348.0,260,18,409.57,1,2,2,5,Lost,1,0.998810456283693
14349.0,10,31,133.5,5,3,1,9,Loyal Customers,0,0.00034364588291289894
14350.0,274,18,282.93,1,2,2,5,Lost,1,0.9986312520456532
14351.0,165,1,51.0,2,1,1,4,Lost,1,0.985185220473367
14352.0,157,47,1078.96,2,3,4,9,At Risk,1,0.9662199230809704
14353.0,215,6,90.6,1,1,1,3,Lost,1,0.997839878309453
14354.0,6,9,163.62,5,1,1,7,New Customers,0,0.0
14355.0,366,11,174.4,1,1,1,3,Lost,1,0.9979002959180195
14356.0,80,33,701.23,2,3,3,8,At Risk,0,0.09844583315670001
14357.0,43,41,225.77,3,3,1,7,Loyal Customers,0,0.00034364588291289894
14359.0,19,55,912.18,4,3,3,10,Loyal Customers,0,0.0016051748414622528
14360.0,32,118,2128.23,4,4,5,13,Champions,0,0.0008741148907765419
14362.0,22,41,161.2,4,3,1,8,Loyal Customers,0,0.0006024798157307953
14364.0,109,69,3717.35,2,4,5,11,At Risk,1,0.9656033566749244
14367.0,8,524,9261.52,5,5,5,15,Champions,0,0.0
14368.0,320,8,155.0,1,1,1,3,Lost,1,0.9977667267491106
14371.0,295,4,100.5,1,1,1,3,Lost,1,0.997839878309453
14373.0,358,4,76.55,1,1,1,3,Lost,1,0.997839878309453
14375.0,185,75,257.68,1,4,2,7,Lost,1,0.9975758447394572
14377.0,191,11,617.05,1,1,3,5,Hibernating,1,0.9942801855833145
14379.0,44,46,348.1,3,3,2,8,Loyal Customers,0,0.0013073153912860826
14381.0,52,56,202.68,3,3,1,7,Loyal Customers,0,0.0012499978788958264
14382.0,26,131,626.0699999999999,4,5,3,12,Loyal Customers,0,0.001710135010658736
14383.0,38,59,1247.69,3,4,4,11,Loyal Customers,0,0.002330500721608615
14385.0,9,14,202.11,5,2,1,8,New Customers,0,0.0
14386.0,297,7,142.4,1,1,1,3,Lost,1,0.997839878309453
14387.0,33,140,1770.56,4,5,4,13,Champions,0,0.0008741148907765419
14388.0,10,186,3212.84,5,5,5,15,Champions,0,0.0008741148907765419
14389.0,65,45,1043.46,3,3,4,10,Loyal Customers,0,0.0005537376009816954
14390.0,10,286,4652.82,5,5,5,15,Champions,0,0.00012455147667678727
14393.0,218,5,67.95,1,1,1,3,Lost,1,0.997839878309453
14395.0,2,350,3507.71,5,5,5,15,Champions,0,0.0
14396.0,65,73,487.99,3,4,2,9,Loyal Customers,0,0.003935449157426563
14397.0,3,87,2612.96,5,4,5,14,Champions,0,0.0008741148907765419
14400.0,149,25,574.7,2,2,3,7,At Risk,1,0.9755450605801725
14401.0,4,182,4051.48,5,5,5,15,Champions,0,0.0
14403.0,130,20,1475.81,2,2,4,8,At Risk,1,0.9762369834779585
14404.0,34,103,1474.32,3,4,4,11,Loyal Customers,0,0.002149327360616929
14406.0,119,8,156.75,2,1,1,4,Lost,1,0.9822063452518293
14407.0,107,73,2157.73,2,4,5,11,At Risk,1,0.9717860609183906
14408.0,11,107,2606.53,5,4,5,14,Champions,0,0.0008741148907765419
14409.0,71,54,2059.4500000000003,3,3,5,11,Loyal Customers,0,0.0010552882517682277
14410.0,92,193,1105.07,2,5,4,11,At Risk,1,0.9397372012722898
14411.0,311,14,1063.0,1,2,4,7,Hibernating,1,0.9931286013621006
14412.0,43,43,770.03,3,3,3,9,Loyal Customers,0,0.0055377265227601604
14413.0,362,23,122.7,1,2,1,4,Lost,1,0.9978673680610674
14414.0,92,97,1496.98,2,4,4,10,At Risk,1,0.9639083570948547
14415.0,1,590,5900.28,5,5,5,15,Champions,0,0.0
14416.0,22,14,490.22,4,2,3,9,New Customers,0,0.003214160792834809
14418.0,4,124,1937.25,5,5,4,14,Champions,0,0.0008741148907765419
14419.0,11,206,1058.06,5,5,4,14,Champions,0,0.0
14420.0,99,29,387.52,2,2,2,6,At Risk,1,0.9816344088073623
14421.0,57,27,813.11,3,2,3,8,Potential Loyalist,0,0.008512205574303872
14422.0,1,222,4263.64,5,5,5,15,Champions,0,0.00012455147667678727
14423.0,218,3,265.2,1,1,2,4,Lost,1,0.9969776092942569
14424.0,18,1,322.08,4,1,2,7,New Customers,0,0.0
14426.0,24,224,4481.67,4,5,5,14,Champions,0,0.00012455147667678727
14427.0,50,17,363.34000000000003,3,2,2,7,Potential Loyalist,0,0.0
14428.0,7,144,1244.83,5,5,4,14,Champions,0,0.0
14431.0,303,17,470.36,1,2,2,5,Lost,1,0.999001846810394
14432.0,10,382,2255.51,5,5,5,15,Champions,0,0.0
14434.0,22,12,1372.8,4,1,4,9,New Customers,0,0.010332171621431479
14436.0,99,9,89.06,2,1,1,4,Lost,1,0.9822063452518293
14437.0,366,5,63.0,1,1,1,3,Lost,1,0.997839878309453
14438.0,306,9,131.9,1,1,1,3,Lost,1,0.9977667267491106
